#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
14	spectra_filtered.mgf	*..*		:336	49577	-1	0	156.077	1	0.997825	0	0	111.3	96121400.0	HISTIDINE M+H	MONA	temp/spectra_filtered.mgf14	-1	MONA.mgf	0.87988				6	0	0.000137329	156.077	0	CCMSLIB00006678606
7355	spectra_filtered.mgf	*..*		:874	1510	-1	0	163.148	0	0.996843	0	0	3371780.0	3491190.0	Spectral Match to 3,5-Dimethyladamantan-1-amine from NIST14 M+H-NH3	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf7355	-1	GNPS-NIST14-MATCHES.mgf	1.77702				7	0	0.000289917	163.148	0	CCMSLIB00003135997
2160	spectra_filtered.mgf	*..*		:1073	3957	-1	0	181.049	1	0.996373	0	0	7113140.0	12922100.0	Spectral Match to Syringic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2160	-1	GNPS-NIST14-MATCHES.mgf	4.29827				8	0	0.000778198	181.05	0	CCMSLIB00003138444
11675	spectra_filtered.mgf	*..*		:11263	11709	-1	0	273.258	1	0.996141	0	0	2193930.0	35471700.0	Manool CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf11675	-1	BERKELEY-LAB.mgf	7.48259				12	0	0.00204468	273.26	0	CCMSLIB00010113697
2566	spectra_filtered.mgf	*..*		:1073	3957	-1	0	181.049	1	0.995948	0	0	7113140.0	11187200.0	Spectral Match to Syringic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2566	-1	GNPS-NIST14-MATCHES.mgf	3.96115				8	0	0.000717163	181.05	0	CCMSLIB00003138444
7982	spectra_filtered.mgf	*..*		:9369	9815	-1	0	205.195	1	0.99531	0	0	3462530.0	18743400.0	farnesol CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf7982	-1	BERKELEY-LAB.mgf	2.08215				8	0	0.000427246	205.195	0	CCMSLIB00010111803
10770	spectra_filtered.mgf	*..*		:10353	10799	-1	0	205.195	1	0.995025	0	0	4505090.0	7281730.0	NEROLIDOL CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf10770	-1	BERKELEY-LAB.mgf	5.87463				8	0	0.00120544	205.196	0	CCMSLIB00010112787
11666	spectra_filtered.mgf	*..*		:11263	11709	-1	0	273.258	1	0.994355	0	0	2193930.0	46281000.0	Manool CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf11666	-1	BERKELEY-LAB.mgf	1.56353				12	0	0.000427246	273.258	0	CCMSLIB00010113697
3215	spectra_filtered.mgf	*..*		:1073	3957	-1	0	181.049	1	0.994133	0	0	7113140.0	43179600.0	Spectral Match to Syringic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3215	-1	GNPS-NIST14-MATCHES.mgf	4.04543				8	0	0.000732422	181.05	0	CCMSLIB00003138444
2457	spectra_filtered.mgf	*..*		:1073	3957	-1	0	181.049	1	0.993796	0	0	7113140.0	8712130.0	Spectral Match to Syringic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2457	-1	GNPS-NIST14-MATCHES.mgf	4.29827				8	0	0.000778198	181.05	0	CCMSLIB00003138444
13296	spectra_filtered.mgf	*..*		:11263	11709	-1	0	273.258	1	0.993613	0	0	2193930.0	12741100.0	Manool CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf13296	-1	BERKELEY-LAB.mgf	0.558402				12	0	0.000152588	273.258	0	CCMSLIB00010113697
96	spectra_filtered.mgf	*..*		:691	49932	-1	0	193.071	1	0.993373	0	0	444.9	41749000.0	QUINIC ACID M+H	MONA	temp/spectra_filtered.mgf96	-1	MONA.mgf	0.079032				9	0	1.52588e-05	193.071	0	CCMSLIB00006678961
8636	spectra_filtered.mgf	*..*		:11263	11709	-1	0	273.258	1	0.993042	0	0	2193930.0	9501020.0	Manool CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf8636	-1	BERKELEY-LAB.mgf	0.335041				12	0	9.15527e-05	273.258	0	CCMSLIB00010113697
989	spectra_filtered.mgf	*..*		:771	3984	-1	0	291.086	1	0.992975	0	0	182487000.0	13310800.0	Catechin M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf989	-1	GNPS-LIBRARY.mgf	1.99197				12	0	0.000579834	291.087	0	CCMSLIB00004684181
1237	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.992845	0	0	17577700.0	139226000.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1237	-1	GNPS-NIST14-MATCHES.mgf	4.48144				6	0	0.000793457	177.055	0	CCMSLIB00003135300
4718	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.992782	0	0	17577700.0	5278890.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4718	-1	GNPS-NIST14-MATCHES.mgf	5.68798				6	0	0.00100708	177.055	0	CCMSLIB00003135300
4044	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.992405	0	0	17577700.0	8740180.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4044	-1	GNPS-NIST14-MATCHES.mgf	5.34326				6	0	0.000946045	177.055	0	CCMSLIB00003135300
1026	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.992272	0	0	17577700.0	95640800.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1026	-1	GNPS-NIST14-MATCHES.mgf	5.17089				6	0	0.000915527	177.055	0	CCMSLIB00003135300
8312	spectra_filtered.mgf	*..*		:4454	5267	-1	0	177.164	1	0.992214	0	0	2336430.0	9458380.0	Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8312	-1	GNPS-NIST14-MATCHES.mgf	0.086128				8	0	1.52588e-05	177.164	0	CCMSLIB00003139754
2065	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.992209	0	0	17577700.0	116739000.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2065	-1	GNPS-NIST14-MATCHES.mgf	4.99853				6	0	0.00088501	177.055	0	CCMSLIB00003135300
2880	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.992076	0	0	17577700.0	8705510.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2880	-1	GNPS-NIST14-MATCHES.mgf	4.91235				6	0	0.000869751	177.055	0	CCMSLIB00003135300
3112	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.991766	0	0	17577700.0	38130300.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3112	-1	GNPS-NIST14-MATCHES.mgf	5.51562				6	0	0.000976562	177.055	0	CCMSLIB00003135300
6543	spectra_filtered.mgf	*..*		:874	1510	-1	0	163.148	1	0.991762	0	0	3371780.0	8747300.0	Spectral Match to 3,5-Dimethyladamantan-1-amine from NIST14 M+H-NH3	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf6543	-1	GNPS-NIST14-MATCHES.mgf	1.96407				7	0	0.000320435	163.148	0	CCMSLIB00003135997
9858	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.991596	0	0	17577700.0	36404300.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf9858	-1	GNPS-NIST14-MATCHES.mgf	10.8589				6	0	0.00192261	177.056	0	CCMSLIB00003135300
1620	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.991494	0	0	17577700.0	52146000.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1620	-1	GNPS-NIST14-MATCHES.mgf	4.99853				6	0	0.00088501	177.055	0	CCMSLIB00003135300
4424	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.991382	0	0	17577700.0	20248600.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4424	-1	GNPS-NIST14-MATCHES.mgf	5.51562				6	0	0.000976562	177.055	0	CCMSLIB00003135300
9860	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.991276	0	0	17577700.0	5101100.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf9860	-1	GNPS-NIST14-MATCHES.mgf	4.73999				6	0	0.000839233	177.055	0	CCMSLIB00003135300
53	spectra_filtered.mgf	*..*		:24	1596	-1	0	183.086	1	0.991131	0	0	100779.0	110116000.0	Spectral Match to D-Sorbitol from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf53	-1	GNPS-NIST14-MATCHES.mgf	3.25035				8	0	0.000595093	183.087	0	CCMSLIB00003136083
11190	spectra_filtered.mgf	*..*		:11263	11709	-1	0	273.258	1	0.990979	0	0	2193930.0	155820000.0	Manool CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf11190	-1	BERKELEY-LAB.mgf	0.223361				12	0	6.10352e-05	273.258	0	CCMSLIB00010113697
4906	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.990961	0	0	17577700.0	18339200.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4906	-1	GNPS-NIST14-MATCHES.mgf	4.82617				6	0	0.000854492	177.055	0	CCMSLIB00003135300
3934	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.990804	0	0	17577700.0	10045700.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3934	-1	GNPS-NIST14-MATCHES.mgf	6.20507				6	0	0.00109863	177.055	0	CCMSLIB00003135300
2602	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.990428	0	0	17577700.0	13396800.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2602	-1	GNPS-NIST14-MATCHES.mgf	7.84252				6	0	0.00138855	177.055	0	CCMSLIB00003135300
899	spectra_filtered.mgf	*..*		:1701	50942	-1	0	291.086	1	0.990421	0	0	206.3	100689000.0	EPICATECHIN M+H	MONA	temp/spectra_filtered.mgf899	-1	MONA.mgf	0.943564				10	0	0.000274658	291.086	0	CCMSLIB00006679971
9175	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.990391	0	0	17577700.0	16675000.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf9175	-1	GNPS-NIST14-MATCHES.mgf	4.6538				6	0	0.000823975	177.055	0	CCMSLIB00003135300
3798	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.990066	0	0	17577700.0	48705300.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3798	-1	GNPS-NIST14-MATCHES.mgf	5.34326				6	0	0.000946045	177.055	0	CCMSLIB00003135300
746	spectra_filtered.mgf	*..*		:1	81	-1	0	166.086	1	0.989925	0	0	1.1518	227092000.0	Phenylalanine_(L-) M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf746	-1	WINE-DB-ORBITRAP.mgf	3.12368				6	0	0.000518799	166.087	0	CCMSLIB00013639111
8751	spectra_filtered.mgf	*..*		:3211	1208	-1	0	203.107	1	0.98959	0	0	581022.0	45990200.0	Spectral Match to Bolasterone from NIST14 203.1	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8751	-1	GNPS-NIST14-MATCHES.mgf	361.06				8	0	0.0733337	203.18	0	CCMSLIB00003135694
1329	spectra_filtered.mgf	*..*		:1701	50942	-1	0	291.086	1	0.989462	0	0	206.3	140068000.0	EPICATECHIN M+H	MONA	temp/spectra_filtered.mgf1329	-1	MONA.mgf	1.46777				10	0	0.000427246	291.086	0	CCMSLIB00006679971
1969	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.989138	0	0	17577700.0	9763190.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1969	-1	GNPS-NIST14-MATCHES.mgf	5.17089				6	0	0.000915527	177.055	0	CCMSLIB00003135300
1996	spectra_filtered.mgf	*..*		:4436	3200	-1	0	177.164	1	0.988946	0	0	6679000.0	8654430.0	Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1996	-1	GNPS-NIST14-MATCHES.mgf	0.258384				9	0	4.57764e-05	177.164	0	CCMSLIB00003137687
212	spectra_filtered.mgf	*..*		:91277	191714	-1	0	157.061	1	0.988764	0	0	107.179	57019800.0	1-ethyl-2-hydroxy-1H-imidazole-5-carboxylic acid (Chimeric precursor selection) [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf212	-1	MSNLIB-POSITIVE.mgf	163.895				6	0	0.0257416	157.035	0	CCMSLIB00012996581
26	spectra_filtered.mgf	*..*		:971	50212	-1	0	258.11	1	0.988713	0	0	130.4	405304000.0	SN-GLYCERO-3-PHOSPHOCHOLINE M+H	MONA	temp/spectra_filtered.mgf26	-1	MONA.mgf	1.18235				7	0	0.000305176	258.11	0	CCMSLIB00006679241
11385	spectra_filtered.mgf	*..*		:9188	9634	-1	0	205.195	1	0.98848	0	0	6732940.0	15432900.0	Bisabolol CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf11385	-1	BERKELEY-LAB.mgf	25.1345				8	0	0.00515747	205.2	0	CCMSLIB00010111622
2813	spectra_filtered.mgf	*..*		:2528	7090	-1	0	201.164	1	0.987907	0	0	525871.0	1825480.0	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene M-2H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2813	-1	GNPS-LIBRARY.mgf	3.48921				9	0	0.000701904	201.165	0	CCMSLIB00005724601
3851	spectra_filtered.mgf	*..*		:2528	7090	-1	0	201.164	1	0.987415	0	0	525871.0	2014720.0	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene M-2H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf3851	-1	GNPS-LIBRARY.mgf	3.64092				9	0	0.000732422	201.165	0	CCMSLIB00005724601
162	spectra_filtered.mgf	*..*		:91277	191714	-1	0	157.061	1	0.986988	0	0	107.179	7527850.0	1-ethyl-2-hydroxy-1H-imidazole-5-carboxylic acid (Chimeric precursor selection) [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf162	-1	MSNLIB-POSITIVE.mgf	163.798				6	0	0.0257263	157.035	0	CCMSLIB00012996581
2623	spectra_filtered.mgf	*..*		:870	6729	-1	0	342.17	1	0.986446	0	0	5551300.0	9432600.0	NCGC00380809-01!(6aS)-1,2,11-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10-ol [IIN-based: Match] [M+H]+	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf2623	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	0.445942				9	0	0.000152588	342.17	0	CCMSLIB00005722025
1487	spectra_filtered.mgf	*..*		:1	92	-1	0	291.086	1	0.986354	0	0	2.1481	3477200.0	Epicatechin M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf1487	-1	WINE-DB-ORBITRAP.mgf	1.67745				9	0	0.000488281	291.086	0	CCMSLIB00013639122
8752	spectra_filtered.mgf	*..*		:3211	1208	-1	0	203.107	1	0.985974	0	0	581022.0	3245870.0	Spectral Match to Bolasterone from NIST14 203.1	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8752	-1	GNPS-NIST14-MATCHES.mgf	381.72				8	0	0.0775299	203.185	0	CCMSLIB00003135694
27	spectra_filtered.mgf	*..*		:10267	10267	-1	0	162.2	1	0.98593	0	0	238.6	53768100.0	Massbank:MT000082 Carnitine [M+H]+	MASSBANK	temp/spectra_filtered.mgf27	-1	MASSBANK.mgf	538.291				6	0	0.0873108	162.113	0	CCMSLIB00000221480
170	spectra_filtered.mgf	*..*		:38	692	-1	0	308.091	1	0.985595	0	0	2982180.0	48471200.0	GLUTATHIONE REDUCED M+H	GNPS-MSMLS	temp/spectra_filtered.mgf170	-1	GNPS-MSMLS.mgf	1.08959				14	0	0.000335693	308.091	0	CCMSLIB00005464443
4260	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.985336	0	0	17577700.0	38840400.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4260	-1	GNPS-NIST14-MATCHES.mgf	4.99853				6	0	0.00088501	177.055	0	CCMSLIB00003135300
21	spectra_filtered.mgf	*..*		:1082	9377	-1	0	184.073	1	0.98469	0	0	5316690.0	96818000.0	PHOSPHOCHOLINE CHLORIDE - 40.00 eV M+	GNPS-LIBRARY	temp/spectra_filtered.mgf21	-1	GNPS-LIBRARY.mgf	3.06713				6	0	0.000564575	184.074	0	CCMSLIB00005884235
948	spectra_filtered.mgf	*..*		:1	42	-1	0	355.102	1	0.984678	0	0	1.2093	75392000.0	Chlorogenic_acid M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf948	-1	WINE-DB-ORBITRAP.mgf	1.11722				7	0	0.000396729	355.102	0	CCMSLIB00013639072
8920	spectra_filtered.mgf	*..*		:3546	4227	-1	0	205.195	1	0.984641	0	0	936532.0	5389370.0	Spectral Match to (-)-Isolongifolol from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8920	-1	GNPS-NIST14-MATCHES.mgf	7.43624				9	0	0.00152588	205.197	0	CCMSLIB00003138714
981	spectra_filtered.mgf	*..*		:6433	6433	-1	0	179.034	0	0.984107	0	0	39946.0	2004820.0	Massbank:FIO00078 Aesculetin [M+H]+	MASSBANK	temp/spectra_filtered.mgf981	-1	MASSBANK.mgf	2.04548				6	0	0.000366211	179.034	0	CCMSLIB00000213711
1317	spectra_filtered.mgf	*..*		:2074	209	-1	0	193.09	1	0.983688	0	0	868310.0	236231000.0	Spectral Match to Sinapyl alcohol from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1317	-1	GNPS-NIST14-MATCHES.mgf	19.519				8	0	0.00376892	193.086	0	CCMSLIB00003134695
993	spectra_filtered.mgf	*..*		:1	4	-1	0	341.086	1	0.983037	0	0	1.133	10894700.0	Esculin M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf993	-1	WINE-DB-ORBITRAP.mgf	3.31046				8	0	0.00112915	341.087	0	CCMSLIB00013639034
964	spectra_filtered.mgf	*..*		:346	4293	-1	0	229.155	1	0.982393	0	0	1876550.0	3798980.0	Spectral Match to Ile-Pro from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf964	-1	GNPS-NIST14-MATCHES.mgf	1.13198				6	0	0.000259399	229.155	0	CCMSLIB00003138780
939	spectra_filtered.mgf	*..*		:4584	814	-1	0	177.054	1	0.982368	0	0	17577700.0	40786000.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf939	-1	GNPS-NIST14-MATCHES.mgf	6.11889				6	0	0.00108337	177.055	0	CCMSLIB00003135300
6770	spectra_filtered.mgf	*..*		:38201	50200	-1	0	250.119	1	0.982308	0	0	2980870.0	11124800.0	Massbank:LU040702 2,4,6-Tris(allyloxy)-1,3,5-triazine|Triallyl cyanurate|2,4,6-tris(prop-2-enoxy)-1,3,5-triazine M+H	MASSBANK	temp/spectra_filtered.mgf6770	-1	MASSBANK.mgf	0.244024				8	0	6.10352e-05	250.119	0	CCMSLIB00005763752
973	spectra_filtered.mgf	*..*		:578	8873	-1	0	298.097	1	0.982285	0	0	3013300.0	22008500.0	METHYLTHIOADENOSINE - 30.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf973	-1	GNPS-LIBRARY.mgf	0.409499				8	0	0.00012207	298.097	0	CCMSLIB00005883731
6771	spectra_filtered.mgf	*..*		:2090	4151	-1	0	250.119	1	0.98226	0	0	1090720.0	3631310.0	Spectral Match to 2,4,6-Triallyloxy-1,3,5-triazine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf6771	-1	GNPS-NIST14-MATCHES.mgf	8.78488				9	0	0.00219727	250.117	0	CCMSLIB00003138638
3038	spectra_filtered.mgf	*..*		:828	13038	-1	0	355.103	1	0.982105	0	0	479434.0	5142910.0	Chlorogenic acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf3038	-1	GNPS-LIBRARY.mgf	1.97662				9	0	0.000701904	355.102	0	CCMSLIB00010152856
4218	spectra_filtered.mgf	*..*		:2074	209	-1	0	193.09	1	0.981232	0	0	868310.0	57075200.0	Spectral Match to Sinapyl alcohol from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4218	-1	GNPS-NIST14-MATCHES.mgf	19.2819				8	0	0.00372314	193.086	0	CCMSLIB00003134695
8050	spectra_filtered.mgf	*..*		:3380	4444	-1	0	315.122	1	0.98107	0	0	6546530.0	6651300.0	Spectral Match to 4',5,7-Trimethoxyflavanone from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8050	-1	GNPS-NIST14-MATCHES.mgf	2.90531				7	0	0.000915527	315.123	0	CCMSLIB00003138931
4140	spectra_filtered.mgf	*..*		:2074	209	-1	0	193.09	1	0.980843	0	0	868310.0	21033500.0	Spectral Match to Sinapyl alcohol from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4140	-1	GNPS-NIST14-MATCHES.mgf	19.3609				8	0	0.0037384	193.086	0	CCMSLIB00003134695
763	spectra_filtered.mgf	*..*		:97687	97686	-1	0	289.092	1	0.980596	0	0	110.566	534484000.0	Dianthoside [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf763	-1	MSNLIB-POSITIVE.mgf	0.844508				7	0	0.000244141	289.092	0	CCMSLIB00012448939
